Reading #,Test Type,Date,Time,Grid ID,Method ID,Method Family,Method Name,User Factor Name,Test Label,Collimation Status,ROHS Beam,Latitude,Longitude,Test Status,User ID,Status ID,Compound Template Name, Units,Mg Concentration,Mg Error1s,Mg Action Level,Mg Compound,Mg Compound Level,Mg Compound Error,Al Concentration,Al Error1s,Al Action Level,Al Compound,Al Compound Level,Al Compound Error,Si Concentration,Si Error1s,Si Action Level,Si Compound,Si Compound Level,Si Compound Error,P Concentration,P Error1s,P Action Level,P Compound,P Compound Level,P Compound Error,S Concentration,S Error1s,S Action Level,S Compound,S Compound Level,S Compound Error,K Concentration,K Error1s,K Action Level,K Compound,K Compound Level,K Compound Error,Ca Concentration,Ca Error1s,Ca Action Level,Ca Compound,Ca Compound Level,Ca Compound Error,Ti Concentration,Ti Error1s,Ti Action Level,Ti Compound,Ti Compound Level,Ti Compound Error,V Concentration,V Error1s,V Action Level,V Compound,V Compound Level,V Compound Error,Cr Concentration,Cr Error1s,Cr Action Level,Cr Compound,Cr Compound Level,Cr Compound Error,Mn Concentration,Mn Error1s,Mn Action Level,Mn Compound,Mn Compound Level,Mn Compound Error,Fe Concentration,Fe Error1s,Fe Action Level,Fe Compound,Fe Compound Level,Fe Compound Error,Co Concentration,Co Error1s,Co Action Level,Co Compound,Co Compound Level,Co Compound Error,Ni Concentration,Ni Error1s,Ni Action Level,Ni Compound,Ni Compound Level,Ni Compound Error,Cu Concentration,Cu Error1s,Cu Action Level,Cu Compound,Cu Compound Level,Cu Compound Error,Zn Concentration,Zn Error1s,Zn Action Level,Zn Compound,Zn Compound Level,Zn Compound Error,As Concentration,As Error1s,As Action Level,As Compound,As Compound Level,As Compound Error,Se Concentration,Se Error1s,Se Action Level,Se Compound,Se Compound Level,Se Compound Error,Rb Concentration,Rb Error1s,Rb Action Level,Rb Compound,Rb Compound Level,Rb Compound Error,Sr Concentration,Sr Error1s,Sr Action Level,Sr Compound,Sr Compound Level,Sr Compound Error,Y Concentration,Y Error1s,Y Action Level,Y Compound,Y Compound Level,Y Compound Error,Zr Concentration,Zr Error1s,Zr Action Level,Zr Compound,Zr Compound Level,Zr Compound Error,Nb Concentration,Nb Error1s,Nb Action Level,Nb Compound,Nb Compound Level,Nb Compound Error,Mo Concentration,Mo Error1s,Mo Action Level,Mo Compound,Mo Compound Level,Mo Compound Error,Ag Concentration,Ag Error1s,Ag Action Level,Ag Compound,Ag Compound Level,Ag Compound Error,Cd Concentration,Cd Error1s,Cd Action Level,Cd Compound,Cd Compound Level,Cd Compound Error,Sn Concentration,Sn Error1s,Sn Action Level,Sn Compound,Sn Compound Level,Sn Compound Error,Sb Concentration,Sb Error1s,Sb Action Level,Sb Compound,Sb Compound Level,Sb Compound Error,Ba Concentration,Ba Error1s,Ba Action Level,Ba Compound,Ba Compound Level,Ba Compound Error,W Concentration,W Error1s,W Action Level,W Compound,W Compound Level,W Compound Error,Hg Concentration,Hg Error1s,Hg Action Level,Hg Compound,Hg Compound Level,Hg Compound Error,Pb Concentration,Pb Error1s,Pb Action Level,Pb Compound,Pb Compound Level,Pb Compound Error,Bi Concentration,Bi Error1s,Bi Action Level,Bi Compound,Bi Compound Level,Bi Compound Error,Th Concentration,Th Error1s,Th Action Level,Th Compound,Th Compound Level,Th Compound Error,U Concentration,U Error1s,U Action Level,U Compound,U Compound Level,U Compound Error,LE Concentration,LE Error1s,LE Action Level,LE Compound,LE Compound Level,LE Compound Error,Historical Test ID,Customer,Project No.,Location,Test Count,Operator,Component,Quality,Retest Note ,Rate,Resolution,Peak1,Peak2,Slope,Offset,Error Code,Instrument Serial Num,Model,Tube Anode,Ambient Pressure 1,Tube Current Set 1,Tube Current Monitor 1,Tube Voltage Set 1,Tube Voltage Monitor 1,Hardware Live Time 1,Live Time 1,Real Time 1,Vacuum Pressure 1,Probe Temperature (°C) 1,Input Count Rate 1,Output Count Rate 1,Clip Top 1,Clip Bottom 1,Pileups 1,Width Rejects 1,Reset Count 1,Lt Multiplier 1,Col Multiplier 1,Energy Slope 1,Energy Offset 1,Exposure Number 1,Ambient Pressure 2,Tube Current Set 2,Tube Current Monitor 2,Tube Voltage Set 2,Tube Voltage Monitor 2,Hardware Live Time 2,Live Time 2,Real Time 2,Vacuum Pressure 2,Probe Temperature (°C) 2,Input Count Rate 2,Output Count Rate 2,Clip Top 2,Clip Bottom 2,Pileups 2,Width Rejects 2,Reset Count 2,Lt Multiplier 2,Col Multiplier 2,Energy Slope 2,Energy Offset 2,Exposure Number 2,Gold Plating,Au Karat,Au Fineness
149,NORMAL,5/17/20,18:27:35,H06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,149,No,,33.58028082,-101.8656176,No error ,Administrator,0,,%,1.00666,0.2472,,,,,1.1456,0.03585,,,,,6.36303,0.03265,,,,,0.31071,0.00443,,,,,0.4361,0.00456,,,,,1.74336,0.00761,,,,,3.33119,0.01285,,,,,0.06891,0.00606,,,,,<LOD,0.00748,,,,,<LOD,0.00367,,,,,0.07553,0.0014,,,,,0.43745,0.00293,,,,,<LOD,0.00329,,,,,<LOD,0.00136,,,,,0.00228,0.00019,,,,,0.02301,0.0003,,,,,<LOD,0.00047,,,,,<LOD,0.00021,,,,,0.00148,0.00006,,,,,0.01752,0.00013,,,,,0.00035,0.00008,,,,,0.00731,0.00011,,,,,<LOD,0.00053,,,,,0.00042,0.00011,,,,,<LOD,0.00185,,,,,<LOD,0.00207,,,,,<LOD,0.00274,,,,,<LOD,0.00344,,,,,<LOD,0.11325,,,,,<LOD,0.00133,,,,,<LOD,0.00072,,,,,0.00339,0.00011,,,,,<LOD,0.00273,,,,,0.00271,0.00023,,,,,0.00082,0.0001,,,,,85.02219,0.2193,,,,,,,,Top,30,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4573,21.8715,30,905,42,77793.1,57759.9,21,366,215878,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8258,24.3695,30,905,42,105838,86475.7,0,0,286359,0,0,1,1,0.0200003,-0.0421731,2,,,
150,NORMAL,5/17/20,18:29:13,G06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,150,No,,33.58016352,-101.8655028,No error ,Administrator,0,,%,<LOD,1.58334,,,,,0.90411,0.03542,,,,,10.17083,0.04091,,,,,0.34951,0.00507,,,,,0.47627,0.00516,,,,,1.49722,0.00614,,,,,3.44322,0.01095,,,,,0.07945,0.00714,,,,,<LOD,0.00889,,,,,<LOD,0.00436,,,,,0.072,0.00151,,,,,0.59511,0.00355,,,,,0.00313,0.00087,,,,,<LOD,0.00164,,,,,0.00215,0.00023,,,,,0.02786,0.00036,,,,,0.00041,0.0001,,,,,<LOD,0.00024,,,,,0.0029,0.00007,,,,,0.01604,0.00013,,,,,0.00089,0.00008,,,,,0.01564,0.00014,,,,,0.00041,0.0001,,,,,0.00066,0.00013,,,,,<LOD,0.00221,,,,,<LOD,0.00249,,,,,0.0019,0.00057,,,,,<LOD,0.00427,,,,,<LOD,0.13106,,,,,<LOD,0.00165,,,,,<LOD,0.00092,,,,,0.00421,0.00013,,,,,<LOD,0.00299,,,,,0.00208,0.00025,,,,,0.00054,0.00011,,,,,82.33348,0.06434,,,,,,,,Top,31,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4634,21.9284,30,905,42,75701.8,56341.8,29,655,207326,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8489,24.7337,30,905,42,92545.1,76685.5,0,159,220741,0,0,1,1,0.0200003,-0.0421731,2,,,
151,NORMAL,5/17/20,18:30:40,F06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,151,No,,33.58016352,-101.8655028,No error ,Administrator,0,,%,1.15404,0.22228,,,,,0.82187,0.03118,,,,,5.62249,0.02823,,,,,0.34362,0.00435,,,,,0.44638,0.0042,,,,,1.38366,0.00592,,,,,4.26191,0.0151,,,,,0.05439,0.00566,,,,,<LOD,0.00723,,,,,<LOD,0.00355,,,,,0.11119,0.00157,,,,,0.44963,0.00284,,,,,0.00258,0.00067,,,,,<LOD,0.00128,,,,,0.0026,0.0002,,,,,0.03154,0.00034,,,,,0.00025,0.00008,,,,,<LOD,0.0002,,,,,0.00191,0.00006,,,,,0.0285,0.00016,,,,,0.00071,0.00007,,,,,0.0091,0.00011,,,,,<LOD,0.0005,,,,,0.00041,0.00011,,,,,<LOD,0.0018,,,,,<LOD,0.00201,,,,,<LOD,0.00267,,,,,<LOD,0.00336,,,,,<LOD,0.1091,,,,,<LOD,0.00141,,,,,<LOD,0.00072,,,,,0.00297,0.0001,,,,,<LOD,0.00259,,,,,0.00144,0.00022,,,,,0.00068,0.0001,,,,,85.26814,0.19832,,,,,,,,Top,32,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4007,21.6556,30,905,42,86851.8,63972.1,31,598,256169,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.808,24.0344,30,905,42,118865,95841.4,0,0,357175,0,0,1,1,0.0200003,-0.0421731,2,,,
152,NORMAL,5/17/20,18:32:14,E06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,152,No,,33.58025641,-101.8655489,No error ,Administrator,0,,%,0.7661,0.20257,,,,,1.05662,0.02944,,,,,3.187,0.01873,,,,,0.27023,0.00368,,,,,0.31336,0.0034,,,,,0.89173,0.00394,,,,,4.10138,0.01358,,,,,0.05307,0.00516,,,,,<LOD,0.00646,,,,,<LOD,0.0032,,,,,0.11826,0.00149,,,,,0.35925,0.0023,,,,,<LOD,0.00268,,,,,<LOD,0.00117,,,,,0.00282,0.00017,,,,,0.02603,0.00028,,,,,0.00023,0.00007,,,,,<LOD,0.00018,,,,,0.00143,0.00005,,,,,0.03808,0.00018,,,,,0.00039,0.00006,,,,,0.00719,0.0001,,,,,<LOD,0.00045,,,,,<LOD,0.00057,,,,,<LOD,0.00163,,,,,<LOD,0.00182,,,,,<LOD,0.00241,,,,,<LOD,0.00304,,,,,0.0331,0.00926,,,,,<LOD,0.00125,,,,,<LOD,0.00064,,,,,0.00216,0.00009,,,,,<LOD,0.00238,,,,,0.00099,0.0002,,,,,0.00063,0.00009,,,,,88.76991,0.1861,,,,,,,,Top,33,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.3084,21.3454,30,905,42,100624,73284.7,61,538,321919,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8121,24.1121,30,905,42,116958,94596,0,0,346755,0,0,1,1,0.0200003,-0.0421731,2,,,
153,NORMAL,5/17/20,18:33:51,D06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,153,No,,33.58024613,-101.8655389,No error ,Administrator,0,,%,<LOD,1.26902,,,,,2.19055,0.03277,,,,,10.73336,0.03501,,,,,0.15507,0.00303,,,,,0.18168,0.00305,,,,,0.9327,0.00362,,,,,1.75239,0.00508,,,,,0.22142,0.00666,,,,,<LOD,0.00861,,,,,0.00529,0.00089,,,,,0.06955,0.00121,,,,,1.28168,0.00468,,,,,<LOD,0.00487,,,,,0.00111,0.00026,,,,,0.0026,0.00019,,,,,0.02875,0.0003,,,,,0.0008,0.0001,,,,,<LOD,0.0002,,,,,0.00443,0.00006,,,,,0.01156,0.00009,,,,,0.00128,0.00007,,,,,0.02452,0.00013,,,,,0.00074,0.00008,,,,,<LOD,0.00058,,,,,<LOD,0.00175,,,,,<LOD,0.002,,,,,<LOD,0.00274,,,,,<LOD,0.0035,,,,,<LOD,0.11825,,,,,<LOD,0.00132,,,,,<LOD,0.00073,,,,,0.00538,0.00012,,,,,0.00173,0.0004,,,,,<LOD,0.00105,,,,,<LOD,0.00064,,,,,82.39342,0.05451,,,,,,,,Top,34,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.1481,20.7774,30,905,41,121530,86628.8,128,1338,441276,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8328,24.5149,30,905,41,98687.3,81095.4,0,168,250969,0,0,1,1,0.0200003,-0.0421731,2,,,
155,NORMAL,5/17/20,18:35:31,C06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,155,No,,33.58024715,-101.8655284,No error ,Administrator,0,,%,1.0576,0.17478,,,,,0.87386,0.02736,,,,,3.50732,0.01798,,,,,0.5262,0.00426,,,,,0.25866,0.00293,,,,,1.49312,0.00522,,,,,3.0039,0.00913,,,,,0.06395,0.00463,,,,,<LOD,0.00567,,,,,<LOD,0.00285,,,,,0.06553,0.00106,,,,,0.38698,0.00217,,,,,0.00159,0.00052,,,,,<LOD,0.00102,,,,,0.00202,0.00015,,,,,0.01523,0.0002,,,,,<LOD,0.00036,,,,,<LOD,0.00016,,,,,0.00173,0.00005,,,,,0.02068,0.00011,,,,,0.00049,0.00006,,,,,0.00748,0.00009,,,,,<LOD,0.00041,,,,,<LOD,0.00052,,,,,<LOD,0.00148,,,,,<LOD,0.00166,,,,,<LOD,0.00219,,,,,<LOD,0.00277,,,,,<LOD,0.08468,,,,,<LOD,0.00101,,,,,<LOD,0.00055,,,,,0.00284,0.00008,,,,,<LOD,0.00211,,,,,<LOD,0.001,,,,,0.00042,0.00008,,,,,88.71041,0.16131,,,,,,,,Top,36,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.04,29.1777,20.8697,30,905,42,117769,84235.5,99,1114,418803,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8023,23.9556,30,905,42,122022,98083.6,0,0,373960,0,0,1,1,0.0200003,-0.0421731,2,,,
157,NORMAL,5/17/20,18:37:10,B06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,157,No,,33.58038246,-101.8654829,No error ,Administrator,0,,%,1.09974,0.16945,,,,,1.45,0.02827,,,,,6.24282,0.02572,,,,,0.28456,0.00344,,,,,0.4521,0.00357,,,,,0.85389,0.00349,,,,,2.9684,0.00887,,,,,0.04613,0.00482,,,,,<LOD,0.00594,,,,,<LOD,0.00298,,,,,0.06975,0.00111,,,,,0.43261,0.00234,,,,,0.0027,0.00056,,,,,<LOD,0.00107,,,,,0.00179,0.00015,,,,,0.0163,0.00021,,,,,0.00019,0.00006,,,,,<LOD,0.00016,,,,,0.00226,0.00005,,,,,0.01727,0.0001,,,,,0.00066,0.00006,,,,,0.01101,0.0001,,,,,0.00028,0.00007,,,,,<LOD,0.00053,,,,,<LOD,0.00153,,,,,<LOD,0.00172,,,,,<LOD,0.00229,,,,,<LOD,0.00291,,,,,<LOD,0.09024,,,,,<LOD,0.00102,,,,,<LOD,0.00058,,,,,0.0025,0.00008,,,,,<LOD,0.00212,,,,,<LOD,0.00101,,,,,0.00033,0.00008,,,,,86.04469,0.15362,,,,,,,,Top,38,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.1423,20.7141,30,905,42,121527,86380.6,144,1712,441529,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.803,23.9356,30,905,43,119683,96120.7,0,0,360690,0,0,1,1,0.0200003,-0.0421731,2,,,
158,NORMAL,5/17/20,18:38:36,A06,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,158,No,,33.58036155,-101.8655489,No error ,Administrator,0,,%,0.94079,0.21807,,,,,0.85071,0.03093,,,,,7.14675,0.03313,,,,,0.41166,0.00473,,,,,0.54399,0.00469,,,,,1.30436,0.00568,,,,,4.10339,0.01441,,,,,0.06869,0.00573,,,,,<LOD,0.00716,,,,,<LOD,0.00344,,,,,0.09813,0.0015,,,,,0.45916,0.00288,,,,,<LOD,0.00325,,,,,<LOD,0.00131,,,,,0.00246,0.00019,,,,,0.02623,0.00031,,,,,<LOD,0.00041,,,,,<LOD,0.00019,,,,,0.00163,0.00006,,,,,0.01802,0.00012,,,,,0.00042,0.00007,,,,,0.00843,0.00011,,,,,<LOD,0.00051,,,,,<LOD,0.00064,,,,,<LOD,0.00179,,,,,<LOD,0.002,,,,,<LOD,0.00263,,,,,<LOD,0.00332,,,,,<LOD,0.10681,,,,,<LOD,0.00131,,,,,<LOD,0.0007,,,,,0.0023,0.0001,,,,,<LOD,0.00262,,,,,0.00232,0.00022,,,,,0.00085,0.0001,,,,,84.00971,0.19241,,,,,,,,Top,39,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4272,21.7613,30,905,43,82586.5,61072.5,26,519,237208,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8033,24.0222,30,905,43,120432,97071,0,249,364633,0,0,1,1,0.0200003,-0.0421731,2,,,
159,NORMAL,5/17/20,18:40:46,H07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,159,No,,33.58015709,-101.8655056,No error ,Administrator,0,,%,1.09452,0.15816,,,,,1.56956,0.02832,,,,,8.26204,0.03064,,,,,0.36044,0.00374,,,,,0.45635,0.00357,,,,,0.93895,0.00367,,,,,2.94236,0.00868,,,,,0.1528,0.00592,,,,,<LOD,0.00751,,,,,0.00258,0.0008,,,,,0.04742,0.00099,,,,,0.9417,0.0039,,,,,<LOD,0.00398,,,,,<LOD,0.00118,,,,,0.00236,0.00018,,,,,0.03688,0.00032,,,,,0.00123,0.00012,,,,,<LOD,0.00019,,,,,0.00343,0.00005,,,,,0.01229,0.00009,,,,,0.00112,0.00006,,,,,0.02088,0.00012,,,,,0.00051,0.00007,,,,,<LOD,0.00054,,,,,<LOD,0.00164,,,,,<LOD,0.00187,,,,,<LOD,0.00254,,,,,<LOD,0.00324,,,,,0.02946,0.0097,,,,,<LOD,0.0013,,,,,<LOD,0.00068,,,,,0.01105,0.00014,,,,,0.00219,0.00038,,,,,<LOD,0.00099,,,,,<LOD,0.00059,,,,,83.10991,0.14164,,,,,,,,Top,40,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.0623,20.4127,30,905,42,132960,93388.5,156,1807,511454,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8075,23.9507,30,905,42,119348,95897.7,0,179,358906,0,0,1,1,0.0200003,-0.0421731,2,,,
160,NORMAL,5/17/20,18:42:17,G07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,160,No,,33.58024942,-101.8655905,No error ,Administrator,0,,%,1.21844,0.17766,,,,,1.26148,0.02796,,,,,4.36214,0.021,,,,,0.28102,0.00351,,,,,0.54493,0.00386,,,,,0.78201,0.00337,,,,,4.112,0.01247,,,,,0.08123,0.00504,,,,,<LOD,0.00657,,,,,<LOD,0.00305,,,,,0.10252,0.00131,,,,,0.63932,0.00308,,,,,0.00311,0.00068,,,,,<LOD,0.00113,,,,,0.00337,0.00018,,,,,0.05217,0.00039,,,,,0.00104,0.00011,,,,,<LOD,0.00018,,,,,0.00181,0.00005,,,,,0.02334,0.00013,,,,,0.00066,0.00006,,,,,0.00976,0.0001,,,,,<LOD,0.00042,,,,,<LOD,0.00054,,,,,<LOD,0.00156,,,,,<LOD,0.00175,,,,,<LOD,0.00231,,,,,<LOD,0.00292,,,,,0.02654,0.00876,,,,,<LOD,0.00144,,,,,<LOD,0.00069,,,,,0.00849,0.00013,,,,,<LOD,0.00222,,,,,<LOD,0.00104,,,,,0.0004,0.00008,,,,,86.48421,0.16148,,,,,,,,Top,41,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.2241,21.0752,30,905,42,113215,81645.6,77,868,390809,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.7813,23.646,30,905,42,135690,107736,0,0,456530,0,0,1,1,0.0200003,-0.0421731,2,,,
161,NORMAL,5/17/20,18:43:33,F07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,161,No,,33.58029699,-101.8655977,No error ,Administrator,0,,%,1.13645,0.28711,,,,,1.12281,0.03784,,,,,7.50077,0.04085,,,,,0.32576,0.00512,,,,,0.47696,0.00545,,,,,1.13869,0.00623,,,,,3.51651,0.01514,,,,,0.06367,0.0065,,,,,<LOD,0.00827,,,,,<LOD,0.00405,,,,,0.09415,0.00167,,,,,0.44001,0.00324,,,,,<LOD,0.0036,,,,,<LOD,0.00156,,,,,0.00239,0.00022,,,,,0.04009,0.00044,,,,,0.0005,0.00012,,,,,<LOD,0.00023,,,,,0.00131,0.00006,,,,,0.01929,0.00015,,,,,0.00032,0.00008,,,,,0.00735,0.00012,,,,,<LOD,0.00058,,,,,<LOD,0.00074,,,,,<LOD,0.00204,,,,,<LOD,0.0023,,,,,<LOD,0.00304,,,,,<LOD,0.00381,,,,,<LOD,0.12112,,,,,<LOD,0.0017,,,,,<LOD,0.00086,,,,,0.00603,0.00015,,,,,<LOD,0.00304,,,,,0.00332,0.00026,,,,,0.00111,0.00011,,,,,84.1025,0.25192,,,,,,,,Top,42,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5393,22.1532,30,905,42,66191.3,49640.7,15,136,167828,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8379,24.605,30,905,43,96182.3,79314.1,1,387,237802,0,0,1,1,0.0200003,-0.0421731,2,,,
162,NORMAL,5/17/20,18:44:53,E07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,162,No,,33.58037746,-101.8654901,No error ,Administrator,0,,%,0.70186,0.23076,,,,,1.07955,0.03229,,,,,6.56287,0.03223,,,,,0.18966,0.00375,,,,,0.34564,0.00406,,,,,0.96555,0.00471,,,,,3.58675,0.01313,,,,,0.04885,0.00568,,,,,<LOD,0.00704,,,,,<LOD,0.00355,,,,,0.10577,0.00155,,,,,0.34204,0.00244,,,,,<LOD,0.00286,,,,,<LOD,0.00131,,,,,0.00248,0.00019,,,,,0.03098,0.00034,,,,,<LOD,0.00046,,,,,<LOD,0.0002,,,,,0.00136,0.00005,,,,,0.02334,0.00015,,,,,0.0005,0.00007,,,,,0.00706,0.00011,,,,,<LOD,0.00051,,,,,<LOD,0.00065,,,,,<LOD,0.00181,,,,,<LOD,0.00202,,,,,<LOD,0.00268,,,,,<LOD,0.00337,,,,,<LOD,0.10599,,,,,<LOD,0.00139,,,,,<LOD,0.00071,,,,,0.00337,0.00011,,,,,<LOD,0.00264,,,,,0.00252,0.00022,,,,,0.00086,0.0001,,,,,85.99899,0.20625,,,,,,,,Top,43,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4086,21.7264,30,905,43,84845.4,62681.9,33,332,247311,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8228,24.3513,30,905,43,106595,87038.3,0,0,291356,0,0,1,1,0.0200003,-0.0421731,2,,,
164,NORMAL,5/17/20,18:46:32,D07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,164,No,,33.58069098,-101.8655233,No error ,Administrator,0,,%,0.91551,0.17761,,,,,1.27971,0.02877,,,,,4.43963,0.02128,,,,,0.27452,0.00346,,,,,0.40509,0.00346,,,,,1.05271,0.00415,,,,,3.67612,0.01134,,,,,0.09975,0.00535,,,,,<LOD,0.00707,,,,,<LOD,0.00335,,,,,0.11217,0.00139,,,,,0.74554,0.00345,,,,,0.00272,0.00073,,,,,<LOD,0.00117,,,,,0.00377,0.00018,,,,,0.05414,0.0004,,,,,0.00082,0.0001,,,,,<LOD,0.00018,,,,,0.00288,0.00005,,,,,0.021,0.00012,,,,,0.00083,0.00006,,,,,0.01234,0.0001,,,,,0.00041,0.00007,,,,,<LOD,0.00054,,,,,<LOD,0.00159,,,,,<LOD,0.0018,,,,,<LOD,0.0024,,,,,<LOD,0.00304,,,,,<LOD,0.10111,,,,,<LOD,0.00147,,,,,<LOD,0.00071,,,,,0.00744,0.00012,,,,,<LOD,0.00222,,,,,<LOD,0.00104,,,,,0.0003,0.00008,,,,,86.8926,0.16158,,,,,,,,Top,45,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.1944,20.9261,30,905,43,116726,83667.5,83,1091,412683,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.7874,23.7488,30,905,43,130706,104209,0,0,426512,0,0,1,1,0.0200003,-0.0421731,2,,,
166,NORMAL,5/17/20,18:48:11,C07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,166,No,,33.58025973,-101.8654985,No error ,Administrator,0,,%,0.84485,0.13357,,,,,3.31315,0.03321,,,,,12.05503,0.03736,,,,,0.13121,0.0026,,,,,0.20689,0.00262,,,,,0.85016,0.00323,,,,,1.96064,0.00558,,,,,0.18946,0.00584,,,,,<LOD,0.00751,,,,,0.0035,0.00078,,,,,0.0864,0.00122,,,,,1.24973,0.00448,,,,,<LOD,0.0044,,,,,0.0015,0.00024,,,,,0.00301,0.00018,,,,,0.0449,0.00035,,,,,0.00075,0.0001,,,,,<LOD,0.00018,,,,,0.00442,0.00006,,,,,0.01322,0.00009,,,,,0.00131,0.00006,,,,,0.01932,0.00011,,,,,0.00055,0.00007,,,,,<LOD,0.0005,,,,,<LOD,0.00157,,,,,<LOD,0.00179,,,,,<LOD,0.00243,,,,,<LOD,0.00309,,,,,0.03503,0.00933,,,,,<LOD,0.00133,,,,,<LOD,0.00068,,,,,0.0088,0.00013,,,,,0.00365,0.00036,,,,,<LOD,0.00093,,,,,<LOD,0.00056,,,,,78.97253,0.11973,,,,,,,,Top,47,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.0076,20.2107,30,905,42,141852,98833.4,217,2354,568672,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8092,24.0419,30,905,42,114315,92198.2,0,223,330377,0,0,1,1,0.0200003,-0.0421731,2,,,
167,NORMAL,5/17/20,18:49:33,B07,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,167,No,,33.58029248,-101.8655312,No error ,Administrator,0,,%,0.87582,0.14213,,,,,2.60766,0.03118,,,,,9.06241,0.03099,,,,,0.18651,0.00284,,,,,0.23564,0.00273,,,,,0.87302,0.0033,,,,,2.31789,0.00659,,,,,0.16169,0.00545,,,,,<LOD,0.00704,,,,,<LOD,0.00327,,,,,0.08192,0.00114,,,,,1.06884,0.00403,,,,,0.00294,0.0008,,,,,<LOD,0.00109,,,,,0.00347,0.00018,,,,,0.04811,0.00035,,,,,0.00089,0.00012,,,,,<LOD,0.00018,,,,,0.0035,0.00005,,,,,0.01773,0.0001,,,,,0.00107,0.00006,,,,,0.0186,0.00011,,,,,0.00047,0.00007,,,,,<LOD,0.0005,,,,,<LOD,0.00151,,,,,<LOD,0.00171,,,,,<LOD,0.00232,,,,,<LOD,0.00295,,,,,0.0393,0.00891,,,,,<LOD,0.00134,,,,,<LOD,0.00067,,,,,0.01366,0.00015,,,,,0.00194,0.00036,,,,,<LOD,0.00094,,,,,<LOD,0.00058,,,,,82.37691,0.12807,,,,,,,,Top,48,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.0292,20.2954,30,905,42,139889,97801.9,162,2164,554590,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8021,23.9538,30,905,42,119167,95782,0,0,358023,0,0,1,1,0.0200003,-0.0421731,2,,,
